review,label
يا رب تمطر وانا  رايحه الجامعه    . ,positive
تراب النهارده عمانى . ,negative
عزيزتي البنت عيب تلبسى فيزون  . ارحمينا بقى اللي ضد الفيزون يخبط لايك . ,negative
يا رب لطفك   . ,positive
و لو اني شاكك في كدة  . ,negative
الجو برد و هوا . انا مش عارفه هاروح الكليه بكرة ازاى بقى لو ينفع بس انى مروحش . ,negative
يا الله واللي اهله سافروا و سابوه لوحده يعمل ايه  . ,negative
قمة العذاب النفسي  انك تشوف ناس ماتعرفهمش بيتكلموا عن موضوع تعرفه وعايز تدخل معهم بس مكسوف  . ,negative
ده شعب كله عزه وكرامه  . ,positive
هكذا هي الحياه اغلبها مؤلم  . ,negative
ليهم حق اضحك يا شعب   . ,positive
احنا هنفضل عايشين كدا فى جوع وفقر وجهل . ,negative
بيقولك الثوار هما السبب البلد كان احسن قبل كدا ابو تخلفكم . ,negative
طفش من الدنيا واللي فيها  . ,negative
يا رب الجو يبقى كويس بكره  علشان اروح الكلية بقى      . ,positive
كفاية هبل بقى . ,negative
اي شخص يخبرني باي مشكلة له بفضل افكر فيها وترهقني  . ,negative
ده ايفنت حلو .روحت واحد زيه السنه اللى فاتت . ,positive
عندما يقول لك احد  سرك في بير تذكر ان البئر يسقي الكثير  . ,negative
‏​‏​‏​بيقولوا عطل فني اثناء عملية الانطلاق ولكن الكلام ده غير صحيح  . ,negative
محدش بقى يعرف يعني ايه وفاء الناس كلها بتنهش فى بعض  . ,negative
بتوحشني واجبر قلبي على السكوت لكي لا ازعجك  . ,negative
بسم الله هبدأ دلوقتى انزل التصميمات بتاعي واتمني انها تعجبكوا .,positive
اصبري يا بنتي ربنا مش بينسي حد من عباده ابدا .,positive
انت ربنا خلقك علشان تعبده وتعيش حياتك انت مش تتدخل في حياة غيرك .,positive
مفيش هدف تافه متسمحش لحد يقلل من حلمك ابدا .,positive
ولاد الاصول بتبان من المواقف .,positive
شوية عصابات فى بعض  . ,negative
ليه كل ما امسك المولايل قبل ما انام اسهر للصبح    . ,negative
العين من حزنها على فراق الغاليه ماغمضت وﻻ داقت النوم   . ,negative
ربنا ما يرجع الايام دى كانت صعبة  . ,negative
لازم تيجوا فرحى .,positive
انا عارف ان يوم ما احتاجك في اي حاجه هلاقيك اول واحد علي بابي .,positive
الانسان مش بيخسر لان قصاد كل حاجة بتخسرها بتكسب حاجة تاني .,positive
اشكرك على النصيحة و هعمل بيها ان شاء الله.,positive
بلعب اللعبة دى فى الشغل فى الخباثة كدا   . ,negative
ببعض الاشياء تسقط  وليس للجاذبيه ذنب  بعض الاشياء هكذا لا يليق بها الصعود. ,negative
استغفروا ربكم . ,positive
شكلي مش حلو في صور المصيف   . ,negative
كل ده اخبار وحشه من الصبح ايه اليوم ده  . ,negative
فى الحر ده وكل شوية يقطوا الكهرباء .الله ينتقم منكم  . ,negative
قلبت عليا الذكريات الله يسامحك  . ,negative
لا اله الا الله سبحانه من يرسل لنا من يداوى جراحنا    . ,positive
كل شويا اجوع . ,negative
نام مظلوم ولا تنام ظالم. الحمدلله على كل حال   . ,positive
قصدك يوم فوق وعشر تحت . ,negative
يخرب بيتك انت مواليد ٩8 و عايز ترتبط  طب ادخل نام بدل ما اجى اضربك  . ,negative
ربنا يبعد عننا قسوة القلوب . ,positive
وذلك حدث عندما تركنا حسن الظن  . ,negative
مفيش من وراء الناس دي راحه حتي السلام بيفتكروه مصلحه. ,negative
للتنويه انا مش مسؤول عن التغريدات بتاعتي الليلة لاني متعصب بسيي الماتش   . ,negative
‏​انا لم ارحل . انا تسربت من بين اصابعك لانك لم تحافظ على . ,negative
بلا مذاكرة بلا زفت انا هدخل انام  . ,negative
ياريت يا صاحبي تكون جمبي النهارده انا مخنوق عايزك كل ما تشوفني سرحت فى حاجه تفوقني . ,negative
يارب اشفي كل جسد ذاق  الالم   . ,positive
انتهت صلاحية الفيزا بتاعتى .طب قولوا و لو برساله مش تسبوني كده . ,negative
الاخوان سكتوا خالص اتكتموا. ,negative
كل اسالتك جايه على الجرح  . ,negative
ايه فايدة اني احاول طالما عارف انى هسقط    . ,negative
اكتر حاجة تقتل الزهق عندي هي الرسم عمري ما زهقت ولا مليت منه بنسي بيه الدنيا .,positive
لو يوم عدي او فاتك بدل ما تعيط عليه اشتغل علشان اليوم اللي بعده يبقي احسن من اللي فاتك .,positive
الناس كلها كوم وانت كوم تاني عندي . انت عندي بالدنيا .,positive
اللي يسيب حاجة لربنا ربنا بيعوضه باحسن منها الف مرة .,positive
انتم دايما علي بالي والله.,positive
اقترح تغيير اسم المنتخب من المصري الى الفقري وشكرا كرهونا في منتخبنا هؤلاء الحمقى  . ,negative
لا يا عم اتا بتستهبل . ,negative
لماذا اصبحنا نتحسس من اقرب الناس لنا . لماذا اصبحت قلوبنا منغلقة  تحمل على هذا وتستاء من ذاك. ,negative
شقيقي الاصغر كفايه صريخ نفسي انام  . ,negative
متى يحس الشعب المصري بالوحده . اذا خلص شحن تليفونه  . ,negative
شكلها والعه معاكم ايوة بقى . ,negative
لو سمحتوا عايز دعواتكم اوى النهارده عندى امتحان,positive
اسلوب جميل و مقنع بصراحه   . ,positive
النوم عندي يشبه هموم قلبي جيت انيمهم صحيوا . ,negative
عايز اسمع انا صوتك  . ,positive
الله يرحمك يا حاج مكنش فيه في طيبتك والله .,positive
اتأكد انك لما تزرع خير لازم تحصد خير .,positive
انا واحدة اهلي علموني ان اخلاقي هي اللي الناس هتفضل فاكراها عني فلازم احافظ عليها .,positive
دى تمارين رياضية مجربة وفعالة جداً تساعدك على التخلص من آلام الظهر.,positive
لو سمحتوا محدش يزعل مني الفترة دي واستحملوني وادعولي بس .,positive
في ناس فحياتنا محتاجين نقولهم فى حاجات تتحس ومتتقلش وان جيت اطلبها انا مقدرش  . ,negative
هـم يتغيـرون كالفصول ونحـن علينـا أن نرتـدي مـا يناسـب كل فصل. ,negative
اكثر ما يؤلمني بالبيت لما بشفوف طبق حلويات  و فطاير وقبل ما امد ايدي يصرخوا دى مش لينا دى للعزومه  . ,negative
قمة الورطة لما امك تكون متعصبة و بتنفجر و تقولك فين الزفت و ياويلك لو معرفتش  ايه الزفت اللى تقصده       . ,negative
اللي بيحبك هيخلقلك فرص عشان يثبتلك فيها انه بيحبك.,positive
أمي هي الصباح الذي لا تغرب فيه شمس السعادة ، وهي الليل الذي لا تصل إليه خيوط الكآبة ووجوه العتمة ، أمي هي بركة حياتي الوحيدة .,positive
اكرمنِي يارب بأكثر من سؤالي واعطيني ما يملأ قلبي رضا وفرح .,positive
يا الله إني أرسم حلماً أرجو أن ألقاه يوماً .,positive
بس يا وسخ . ,negative
لا والله بجد  زعلانة جدا . يعني لازم كدة تبقى النهاية وحشة كل مرة    . ,negative
احتاج لشعور جديد لا اعلم ما هو  لكني احتاجه بشده .لقد سئمت من  روتينية مشاعري   . ,negative
في امور كثيرة مضيقاني منك وانا ساكت عشان مانخسرش بعض  . ,negative
اذا كنت تريد علاقة طويلة و ممتدة  فيجب عليك ان تتبع قاعدة بسيطة جدا ومن كلمة واحدة  لا تكذب  . ,positive
رؤية البعض وان كانت في الصور فقط كفيله بزرع ابتسامة شوق ليوم كانوا فيه معانا  . ,positive
"ارحمنا ياعم البنت جت قالتلوا انهم اخدوا الميل بتاعها راح قالها الولد دقايق وارجع لك ايميلك , رامي نفسه على اي بنت  . ",negative
ده المطر عندنا مش بيقف احنا اتبهدلنا   . ,negative
زعلان اوي عشان اللي بيحصل فى سوريا  . ,negative
اه كل حاجه وجعتني اليوم وتجاهلتها بتسهرني طول الليل  . ,negative
بجد حرام اللى بيحصل ده . كل ده علشان ناس بتطالب بحريتها وحقوقها . ,negative
عايزة افرح بنفسي و بنجاحي مستنية اشوف نفسي في احسن وضع يارب .,positive
انا كمان هشتريه وهقول لكل الناس ان انت اللي ادتني الفكرة الجميلة دي .,positive
فيه قلوب طيبة بتبدأ يومها بتوكلها علي الله وتنهيه بانها تحمده علي كل حال  .,positive
احلى ايام حياتى هى ايام الجامعه دلوفتى .,positive
انت لو سالتني ايه اللي  ناقصك دلوقتي هقولك مش عارف . ,negative
مزاجي دايما متعكر بسبب الزفت المدير . ,negative
هل انا الوحيده اللي بلاقي صعوبه في شرب الفوار انا عندي صعوبه في شرب الماء حتى . ,negative
انا تهت فى التايم لاين ده .التايم لاين ده بياكل البوستات بياكل اشيائى  . ,negative
كن ايجابى ونظيف ولا ترمى قمامة فى الشارع    . ,positive
هو عبدالناصر بيتصدى للإخوان من القبر ولا ايه .,negative
مخنوق ومش قادر اخد نفسي   . ,negative
علمتني كل شي بس نسيت تعلمني ان الدنيا من غيرك ازاي تتعاش . ,negative
يهدها شقاوة الاطفال  . ,positive
الغربه وحشة اوي وحشني بيتي فوق ما تتصوروا. ,negative
‏​‏​‏​شكيت همي لهندي فهمني اكتر منكم . ,negative
يا بخت اللى عنده اجازة       . ,positive
النهارده يوم صعب كله تعب وارهاق  . ,negative
عشان تدخل الجنه لازم تمنع نفسك من المعاصي و تتوجه لرب العالمين  . ,positive
لم يفعلوا المستحيل لنا  ومع ذلك فعلوا المستحيل بنا    . ,negative
البرامج التلفزيونية كلها عايزة تعمل غسيل مخ للناس كلها  . ,negative
والدي في كل صلاة يدعو الله كثيرا  ربنا يخليك ليا    . ,positive
ربنا يسامحكوا قفلتولي اليوم  . ,negative
كم هي جميله حياتي بالصلاة والطاعه  . ,positive
ياستر من هذا الروتين اليومي يارب افرجها بفرحة تسع الكون و ما فيه . ,negative
حال كل الاسكندرانيه بسبب البرد الشديد انا بموت يا فخرى   . ,negative
بقالى اكثر من اسبوع واصله بس لغاية دلوقتي لسه كل حاجة فى الشنط      . ,negative
انتي حبيبتي وغاليه عندي . ,positive
تبا لك ايها النوم كنت معايا من شويا ودلوقتي ادور عليك مش لاقيك  . ,negative
اهوه كلهم اشكال تيت عليهم غضب ربنا   . ,negative
دايما حظي يطلع فى اليوسفي الناشف اللي من غير لون لقد يأست  . ,negative
حمسوني البس فستان وانا رايحه الفرح   . ,positive
هنتضرب تاني  مهيا بقت ملطشة    . ,negative
اه يا رجلي . تعبت من كتر الجرى فى الميدان النهارده  . ربنا ينتقم منهم . ,negative
بحب اتمشى والدنيا بتمطر.,positive
بحب ابص للناس اللي بحبها عايز احفظ ملامحها علي طول في قلبي .,positive
فعلا وحشتني لمتي مع صحابي بتوع زمان نفسي ترجع تاني قريب .,positive
احلي حاجة ان المشوار بين البيت والمدرسة مش طويل خالص .,positive
خلصت الاجازة    . ,negative
‏​انا مليش حظ مع الدكاترة ومش بحبهم بفضل اخد ادوية و برده تعبانه    . ,negative
بحاول افهم وجهه نظرك بس مش عارف   . ,negative
معلش ماتزعلش انا عارفة اني واطية هاكلمك بكرة اوعدك   . ,negative
وضع العراق ساء و بعد ازداد سوء و بعد كده زاد اكثر . ,negative
زوري بيشاور عقله يجيلي برد ولا لا  . و برد الفترة دي بيبقى سخيف و بيلزق  . ,negative
شفتوا ابتسامته كيف تزيل غضب    . ,positive
اهدي طلاب ثالث ثانوي اغنية محمد عبده كل مااقول هانت يجي عامين جداد . ,negative
يا رب ارحم شهدائنا   . ,positive
كلما ضاقت الدنيا عليك تذكر بان لك رب كريم يقول ادعوني استجب لكم   . ,positive
يارب بارك لي في وقت نومي  . ,positive
يعني مفيش شعر الليله الغرور مش كويس . ,negative
وحشتني كل ايامنا الحلوه  . ,positive
تعبنا من الاوجاع . ,negative
ارقى انواع الحب ان يبلغ احدنا قمة غضبه من الاخر ثم يقول له  احبك  كلام جميل جدا   . ,positive
الكلاب مخلصون اكتر من البشر . ,negative
ان جيتي للحق هو حقد فعلا  . ,negative
هنحقق مطالب الثورة طول ما فى ضغط شعبى عليهم . ,positive
الانسان ﻣﻣكن بكلمه واحده تعدل نفسيته للاحسن   . ,positive
احنا بقينا بلد بتقضى على الشباب مش بتدعمهم. ,negative
نفسي ابقى مثل سبونج بوب كل ما يرن المنبه افز اضحك واقول انا مستعد     . ,positive
منه لله بقى الاعلام المضلل . ,negative
كلامه سخيف . ,negative
لما اسال سؤال بلاش استظراف كتير  . ,negative
اعمل اللى يريحك . ,positive
ليه اليوم الحلو لازم يحصل فيه حاجه تعكنن على الواحد. ,negative
حاول انك متزودش الهزار ولا تتجاوز الحدود لان فيه ناس تقبل وناس متقبلش .,positive
صحتي بالدنيا .,positive
كلنا مخلوقين من تراب  مفيش تراب ماركات والله .,positive
عمري ماهزهق من الاغنية دي ابدا .,positive
وسعادتنا هي اننا نتكلم مع حد بنحب الدنيا بس عشان هو فيها .,positive
رحل لينام  و تركنى للارق  . ,negative
الحزن بيخنق صاحبة . ,negative
بس اول مرة تحصلي بالعدد ده . حاجه غريبه طول معايا البرد المره دى . ,negative
مساكم هادى . ,positive
تخيل تجيني  مشتاق  و تلاقينى ميت . ,negative
المهم ان الرجيم يعمل فرق ونخس . ,positive
شاحن الموبايل باظ تانى انا وش فقر . ,negative
‏​‏​‏​‏​‏​‏​‏​قل للزمن قل للظروف  انك اقوى من اى شئ   . ,positive
الحمدلله لسة فيه ناس بتراعي مشاعر بعض و بتحترمها .,positive
خلى السعادة عادة واشرب القهوة سادة .,positive
حلو اوى انك تنام وتصحى على صوت البحر .,positive
لازم تاخد حقك بادب لانك لو قليت ادبك حقك هيضيع حتي لو انت شايف انك رجعته .,positive
نفسي حد يعملي مفاجأة و يسفرني برا مصرا .,positive
وإني أحاول يا الله أن يظلَ داخلي مشتعلًا بالشغف، فكن معي حتى لا تموت هذه الرغبة إلى الأبد.,positive
احتاج صديق مجنون يشبهني فى جنانى  . ,negative
كل شئ مسموح الا انك تودعني و تروح وانك كمان تروح بلا وداع  . ,negative
قالوها في بداية الثورة . مصر مش زي تونس و ياريتنا زيها  . ,negative
الناس بتقول النوم سلطان.  بس انا باين عليا سلطان هو اللي نام وانا اللى النوم راح من عيني  . ,negative
قلتله اسلوبك مش عاجبنى  . ,negative
اهو ده بقى اللي ينطبق عليه بالحرف ضربني و بكى و سبقني و اشتكى  . ,negative
عايز اكل اكله تكون جامده حد يقترح حاجه عليا   . ,positive
‏​اريد ان ابلغك انك لا تزال على مقاعد الذاكره  و اني اشتاق اليك كثيرا    . ,positive
احلام سعيده على الناس الطيبة الحلوة . ,positive
ماعنديش مناعه على طول اتعب . ,negative
الفساتين مضروبة ولا انا اللى مش مركزة . ,negative
اسفه  لو خان شوقي  لساني من كثر ما انا محتجالك  مكنتش عايزه  اتكلم   . ,negative
اتمنى يوضع قانون للحد من قيمه الايجار السكني  . ,negative
اكثر من ذكر الله  يطيب خاطرك  . ,positive
كم يكون الوقت ممل عندما تفقد شخص تعودت على محادثته.  ايه الحل يا ناس  . ,negative
ما اصعب الاحساس بالعجز والذنب   . ,negative
ده واضح ان فبراير مش هيمشى الا لما يخلص علينا كلنا  . ,negative
مصر عجزت اوى    . ,negative
عندما تتشابه الايام في نظر انسان ما . فذلك يعني انه توقف عن ادراك  الاشياء الجميله التى يمر بها  . وهذا ما امر به حاليا  . ,negative
هو مينفعش يطولوا الاجازه شويا . ,positive
الشيشة حلال ازاى لامؤاخده . ,negative
في كل كومة حزن ابرة فرح تستحق البحث .  ,positive
قرف طول اليوم وخناقات . ,negative
تعرف لو اتضايقت ايه اول حاجه افكر فيها انى اروح اكل  . ,negative
التشويش مستمر والارسال ضعيف . ,negative
انا بنت بس بحب الكورة وبتفرج علىكل الماتشات .,positive
فكرتنى باحلى ذكريات .,positive
انا عايز ارجع عيل صغير تاني مفيش حاجة في دماغه غير انه هو يلحق يعد في الديسك الاول .,positive
كل واحد يشكر ربنا علي كل النعم اللى عنده .,positive
انا مش عارف ايه اللي مخليني حزين كده . ,negative
نقطة ضعفي في الدنيا دى اني بخاف افقد الحاجات اللي بتعلق بيها . ,negative
ايه البلاهه اللي الناس بقيت فيها دى . ,negative
امتى البنات تبطل تسوق عربيات . ,negative
امتى الشمس تشمى حرقت وشى . ,negative
انا كل اربعاء اقول هصوم الخميس و لما ييجي الظهر بفطر مش عارف امتي اصوم بجد . ,negative
القطة بتاعتى هربت من  البيت   . ,negative
في يوم من الايام هنكون من  ضمن النائمين تحت التراب . فيارب احسن خاتمتنا ,positive
والله خسارة دم الشهداء اللى ماتوا لا جبنا حقهم ولا حققنا مطالب الثورة  . ,negative
اذا جتك الضحكة متفوتهاش . ,positive
‏​‏​يعجبني المدخن الي يحط منديل على بؤه وقت ما الدخان يطلع . قال يعني خايف على رئته ,negative
احساسك بعدم الامان ده شعور خطير جدا مش بينقذك منه غير ايمانك بربنا .,positive
انا بخير الحمدلله كانت اصابة خفيفة اصلا .,positive
تسلم والله ربنا يجازيك خير علي الروح العالية اللي انت ادتهاني دي .,positive
سبحان من يجبر خواطرنا حين يصدأ كل شيء .,positive
صدمة غيابه ماثره فيا اوي . يارب عدي الايام دي على خير . ,negative
اقولها و انا حزين مجلس الشعب تفوح منه رائحة المش  لكثرة البلاليص تحت قبته . ,negative
حملة لاسكات الخرفان لافساح المجال للناس اللى بتفهم . ,negative
الله اكبر كل دى عيوبي  . ,negative
اكثر ميزه يتمتع بها مسؤلينا في الجهات الحكومية والتي لا يمكن لاي احد ان يمتلكها في العالم  هي  الوعود الوهمية  . ,negative
اللهم ارحمنا  . ,positive
الحمدلله و الشكر لله  . ,positive
انا مبقتش قادر اني اعمل حاجه بالشكل الكافي للي حوليا . ياريت الناس  تسامحنى . ,negative
اللي بيموت و فيه حاجه واحده بيتلوى من الالم فما بالكم ﺑاللي بيموت و فيه الف حاجه ,negative
الحرية  هي ان تنام ليلا دون التفكير باحد . ,positive
الله يوفق الجميع. ,positive
امين  و اياك يا رب  شكرا . ,positive
انا كل ما افتكرك اقول اه يا ابن الكلب . ,negative
فيديو هيعجبك اوي ان شاء الله سيدنا محمد خير خلق الله  صلوا عليه شير في الخير  . ,positive
العظماء هم اللي جابوا الكتاب ده  . ,positive
صرت ابتعد عن الشخص من موقف واحد ماعندي استعداد اتحمل وقاحة احد  . ,negative
كل سنة و انتوا طيبين و يلا استحموا بقى با معفنين  . ,negative
استودعكم الله الذي لا تضيع ودائعة . مسافر الى امريكا  متى يتحقق الحلم  واغرد هتغريدة. ,positive
بسم الله نقفل الموبايل و نمسك الكتاب زي الشاطرين . ,positive
الحمدلله انا حليت كويس . ,positive
مش بعرف اتكلم فصحا انا بحب الكلام الشعبى العامى ده . ,negative
هو الهرى النهارده على تويتر على ايه . ,negative
يعني المظاهرة تبقى فى منطقتنا ومحدش يقولنا و نعرف من الجزيرة دى اخرتها . ,negative
ادي اخرة الي ينزل بكوتشى ابيض فى شوارع مصر  . ,negative
عيشوا بعفويه وتسامح وشوفوا جمال الحياه  . ,positive
متخافش من بكره . ,positive
من اجدع الناس هنا وبيضحكني فشخ . ,positive
مفيش حج هيحلى حياتكم غيرى  . ,positive
بقي طبعك قلة الكلام ومافيش تفسير. ,negative
مؤلم انك لا تعرف ما بك غير انك منزعج من شيء تعجز عن وصفه . ,negative
عند خلع ملابسك قل  بسم الله الذي لا اله الا هو . يحجب الله عورتك عن اعين الجن تعلموها و علموها. ,positive
عاجبكوا كده اهو اللاب توب باظ . ,negative
مش عايز افتكر  . ,negative
هندسه حلوان دى كليه سيئة يقدموا فينا شكوى عشان مبنروحش و لما نروح الدكاتره متجيش . ,negative
الجنة هي الحلم الوحيد الذي لا تنتهي صلاحيته فرددوا اللهم اني اسالك رضاك و الجنة . ,positive
لا اريد ان يكون في قلب احد الم بسببي  فارجوا ان تسامحوني . ,positive
لسه صاحي والمؤتمر راح عليا  . ,negative
إن الحكماء هم الذين يوازنون بين ما وهبهم الله لهم وبين ما سلب منهم إنها حكمة الله في تقسيم الأرزاق بين عباده .,positive
فى اليابان بيحترموا اوى قيمة الوقت وعلشان كدا هما فى مكانه تانية غيراى حد .,positive
انك تتواصل مع قرايبك واهلك دي صورة من صور طاعة ربنا بتاخد عليها حسنات .,positive
مزاجي صعب  كل ثانية بحال . ,negative
صاحى من النوم مخضوض كاني وقاعة من الدور السابع  . ,negative
و لكن البشر يخربون كل شي  . ,negative
طار مني سرب الاماني  . ,negative
طبعي بحب الانتخه    . ,negative
اللهم ارزقني حب المذاكرة والكتب    . ,positive
الاحترام لا يدل على الحب . انما يدل على حسن التربية . ,positive
اللهم الراحه ان ضاقت بنا الانفس. ,positive
عصام الحضرى يعلن اعتزاله اللعب الدولى رسميا . ,negative
احيانا كثيرة يكون الاعجاب مرسوم على هيئة حقد. ,negative
طهر قلبك ثم اتبعه. ,positive
الصين تبدا تجربة اول أتوبيس بالعالم يسير فوق السيارات. ,positive
القلب الذي يتحمل كثيرا حين يتغير لن يعود كما كان ابدا. ,negative
رجعنا تانى للحر و الصهد . ,negative
متفائلة الى حد كبير . ,positive
بكرا فى امتحان المحاسبة  يصوتوا ويلطموا. ,negative
الناس اللى بتحتفل براس السنة بشويش يا جدعان فى ناس لسه بتذاكر عيب بقى . ,negative
سنه سودة يا مان .  سنه سودة يا جدعان وهنلبس طراطير . سنه سودة على دماغنا  . ,negative
الواحد بيخسر ناس بالجمله اليومين دول . ,negative
شاعر حساس وصاحب ذوق عالى . ,positive
انتم من اهل السماح . ,positive
كاره تويتر بشكل مش طبيعى اليومين دول . ,negative
انا بقيت على الانستجرام كمان . ,positive
حاجة رخمه اوى لما الواحد يغلط فى حرف فى تويته ومييعرفش يهدله . ,negative
متي تستشعر الشرطة الحرج من افعالها المشينة . اقسم بالله ده الحرج نفسه في غاية الحرج منكم و محروج يتكلم . ,negative
في ناس  بتضحك من كتر الزعل. ,negative
احلى تحية للعريس اللى خطوبته  فى بكرا . ,positive
عيب الحركات دى يا زميلى . ,negative
بيقولك قبضوا وهو متنكر فى واحده ست   . ,negative
خليك معايا  . ,positive
الورقة التى تسقط من الشجر لا يمكن ان تعود اليها لكن ينمو بدلا منها العديد من الاوراق كذلك بعض الاشخاص فى حياتنا . ,positive
سخيفة اوي   . ,negative
شكرا يا استاذ. عام خير وبركات عليك وعلی عائلتك الكريمه . ,positive
بطلوا فشل بقى . ,negative
خايفة لاعمل كدة يوم الامتحان واسقط . ,negative
بيضايقني فيكي انك على طول متشائمة كده ، خليكي واثقة في نفسك وفي ربنا انتي مش اقل من حد . ,negative
اساسى فى بيجامة الشتاء الجيب و الزعبوط . ,positive
لن اكون فتاة بالشكل الذي  يرضي الرجال  انا فتاة بالشكل الذى يرضى  الله. ,positive
ابتسامة قد تغير مجري حياتك لازم تشوف الفيديو ده . ,positive
وانا كمان اتمنى لك وللجميع عاما سعيدا ان شاء الله . ,positive
ضحك السنين  . ,positive
الدول هتقول علينا ايه دلوقتي . ,negative
جزيل شكري لك . بالتوفيق و السلامة يارب . ,positive
ربنا يكتر من افراحكم . ,positive
يا ولاد الوسخه ده انا لو عامل حمام سباحه فى الشقة مش هتيجى الفاتورة كدا . ,negative
ربك هو السند . ,positive
كم هو مميت الوقت الذى تستغرقة في محاولة استيعاب فكرة رحيل احدهم الى الابد     . ,negative
درجات الحرارة بدات تزيد الاسبوع الجاى كله هتكون درجة الحرارة فى الاربعينات   . ,negative
اللهم أرحمها واغفر لها وادخلها جنتك واجعل ما أصابها كفارة لذنوبها  . ,positive
يارب من عليها بشفائك واغنها عن من سواك  .  ,positive
اتمنى ان تعود من جديد  . ,positive
كرر قول لا حول ولا قوة إلا بالله فانها تشرح البال  و ترضي الرحمن وكنز من كنوز الجنة . ,positive
قامت قوات الأمن بعملية اغتيال خسيسة اليوم . ,negative
الله يبارك فيكم يا حبايب قلبى . ,positive
ابو الفتوح اليبرالي يقول ايه لابو الفتوح الاخوانجي ارجع بقي وحشتني الجماعه اوي. ,negative
عليك بالدعاء والصلاة وحسن الظن . ,positive
القلوب النظيفة لا تجرح ابدا   . ,positive
مصر كانها بقت باب الراقصات  . ,negative
كم من الصرخات اطلقها هؤلاء الاطفال و من حولهم اشباه البشر يضحكون و يتمتعون بتعذيبهم  . ,negative
سقطت جميع اقنعتكم المزيفه الخادعه تجاه حبكم ودفاعكم عن رسول الله بما قامت به الدنمارك فقد فضحتكم اعمالكم . ,negative
هنزعل شويه ونفرح شويه المهم نحمد ربنا في الحالتين الحمدلله. ,positive
قمة الامل ان شركة نوكيا لحد دلوقتى لسه بتنزل الاجهزة بتاعتها .  ,positive
بعض الاصدقاء يشبهون النهر فى كل شئ . هرا وعذوبة ونقاء .,positive
عيل تنح . ,negative
الناس اللى بتتكلم بسرعه دول انا مش بفهمهم . ,negative
سكوتى عن السفهاء جواب لا تظنه عدم قدرة على الرد  . ,positive
يؤلمني ان اتحدث لهم عنك و كل كلماتى يسبقها كان   . ,negative
مش بحب الناس اللى تكتب اسم على تويتر غير اسمهم الحقيقى . ,negative
حرام عليهم بجد . ,positive
اتمنى من موقع تويتر انه يشترط اجتياز اختبار ذكاء لإنشاء الحساب . ,positive
قمة الألم لما الدمعة تنزل من عيونك خلف الشاشة و بنفس اللحظة تردد حرف الهاء على الكيبورد لتمثل الضحكة  . ,negative
كل ماسمع ان حد اتقتل او اتصاب بحزن وبحس ان قلبي هيقف يا بلد امتي هتشبعي من دم ولادك  . ,negative
يارب رحمتك ياالله   . ,positive
راسى من الصبح بتزن . ,negative
مصطفى محمود هو الرجل الوحيد الذي يجبرني على حفظ مقاطع من كتبه كلام من ذهب . ,positive
ان تبدا متاخرا خيرا من ان لا تبدا. ,positive
الحمدلله انا بنام وانا ضميرى مستريح . ,positive
يستاهل انفولو بجد . ,negative
انا في حياتكم اذا لا داعى الحزن . ,positive
انا لو منك اقول نعم فى الاستفتاء و بعد ما النتيجة تطلع احط عليه . ,negative
الله الوطن حق الشهداء الثوره . فشخ الاخوان . ,negative
المجد للطوال اللى زى كدا  . ,positive
نصي بيضحك و التاني زعلان . ,negative
معاك حق كلامك صح . ,positive
الذي أصبح اقرب المقربين إليك سيأتي يوما ويعود غريباً كما كان. ,negative
الناس المستفزه يارت تبعد عنى مش بحب اتعامل مع النوعية دى . ,negative
هو مفيش حاجة اسمها ارهاب اسود ولا احمر هو الارهاب ارهاب ولازم نخلص منه وبكل الوانه .,negative
لا زعلانة علي حد ولا شاغلة بالي بحد كل اللي يهمني امتي السنة دي تخلص وتعدي علي خير .,positive
كل الصحاب قرروا  يتجمعوا ويتصوروا صورة زي بتاعة الاوسكار . بحب اوى الصورة دى .,positive
الحياة أمل . لا يوجد فيها ما يسمى بالمستحيل .,positive
لا جديد في حياتي غير إني أقتنعت أكثر أن الرضا بالقدر شي لابد منه .,positive
أنطق بما تؤمن به ، و دع الظن لمن يشـاء .,positive
عمرى ضاع وانا بدرس حاجات مش فاهمها . ,negative
بيقولي نزاهه ايه بس احنا جايين نقبض ونمشي . ,negative
ياه بقالى زمن مادخلتش تويتر . ,negative
ستظل هذه الايه تبعث فى نفسى الامل وتنزع الهم من داخلى . ,positive
كل يوم عندهم طبل ورقص . مفيش زعل عندهم. انا عايز اروح الهند . ,negative
الوحده سيئه  . ,negative
صرت ماضي وأنا مضارع   . ,negative
امانه الكل يشارك مين بسرق من صفحتنا بوستات . فينكم يا حراميه . ,negative
ضحكتنى . ,positive
اه طبعا كله علشان الاستقرار . ,positive
ده فيلم رعب فشخ . ,negative
اشمعنا القطط السودة هما اللى بيقولوا عليها فيها جنى . ,negative
جميل التسامح والرقى . ,positive
فرحانة اوى النهارده ربنا يستر . ,positive
احتاج لصديق يسمع كل ما بداخلى ويقولى لى لو تركك الجميع فانا لن اتركك . ,positive
الواحد قاعد فى البيت زى ابو الهول بالظبط . ,negative
الخرفان كتروا اوى على تويتر . ,negative
إذا اردت ان تكون مثقفاً في أعين البعض ، انتقد الصحوة، واعترض على كل فتوى شرعية ، أو أي فكرة مهذبة و متوازنة . ,negative
مساك ربيع دافئ من دون عواصف . ,positive
انا برنسيسة البرانيس كلهم ‏‎. ,positive
الصور كلها جميلة . ,positive
